title,artist,albumTitle,bpm,key,comment,year,location
Starlight Glitz,"Pete Rock, Camp Lo",80 Blocks From Tiffany's II,90.986855,6M,"Hip-Hop; Boom Bap; jazz-infused soul samples, crispy drum breaks, warm bassline; golden-era tribute with sophisticated lyrical finesse; East Coast US, 2020s throwback aesthetic.",2020,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Starlight Glitz.mp3
Stay Real,Erick Sermon,No Pressure,97.609627,1D,"Hip Hop; East Coast Boom Bap; dusty samples, head-nodding breakbeats, laid-back funk grooves; golden era underground party vibes; New York/New Jersey, early 90s.",1993,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Stay Real.mp3
Straight Out The Jungle,Jungle Brothers,Straight Out The Jungle,99.960327,2D,"Hip-Hop; Native Tongues/Golden Age; jazzy samples, Afrocentric drums, playful call-and-response flows; conscious NYC block party vibes; New York, late 80s golden era.",1988,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Straight Out The Jungle.mp3
Sunshower,Dr. Buzzard's Original Savannah Band,Dr. Buzzard's Original Savannah Band,118.017731,8M,"Disco; Swing-influenced disco; lush orchestration, swing brass, sophisticated arrangements, retro big-band flourishes; glamorous New York nightclub elegance; US East Coast, mid-70s.",1976,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Sunshower.mp3
Talking with Myself (Frankie Knuckles Lambada Version),Electribe 101,Talking With Myself - Remixes,112.180077,11M,"House; Deep House/Classic House; Frankie Knuckles' signature warm chords, rolling bassline, hypnotic vocal loops, soulful garage-influenced groove; euphoric dancefloor intimacy; Chicago/UK collaboration, late 2000s reissue of early 90s classic.",2007,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Talking with Myself (Frankie Knuckles Lambada Version).mp3
The Choice Is Yours (Revisited),Black Sheep,A Wolf In Sheep's Clothing,101.29541,11M,"Hip Hop; Golden Era East Coast; funky piano stabs, breakbeat drums, call-and-response vocals; gritty New York block party energy; NYC, early 90s.",1991,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/The Choice Is Yours (Revisited).mp3
The Clapping Song,Shirley Ellis,Because Of Winn-Dixie [Original Motion Picture Soundtrack],82.71582,10M,"Soul; Novelty R&B; infectious hand-clap rhythms, playful vocal patterns, upbeat percussion; joyful 60s playground energy meets dance floor; USA, mid-1960s.",2005,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/The Clapping Song.mp3
The Grind Date,De La Soul,The Grind Date,88.500053,3D,"Hip Hop; Conscious/Alternative Rap; jazzy soul samples, laid-back boom-bap drums, warm bassline; reflective Native Tongues maturity meets golden-era nostalgia; New York, mid-2000s comeback.",2004,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/The Grind Date.mp3
The Red Room - Obj Vocal Mix,Dennis Ferrer,The Red Room,127.000557,3M,"House; Deep House; hypnotic vocal loops, stripped-back grooves, sultry atmosphere, minimal percussion; intimate afterhours dancefloor tension; New York, 2010.",2010,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/The Red Room - Obj Vocal Mix.mp3
Think Twice - Henrik Schwarz Remix,"The Detroit Experiment, Henrik Schwarz",Think Twice (Remixes),122.000023,5M,"Deep House; Soulful House; warm analog textures, Detroit strings layered over shuffling percussion, spacious arrangement; sophisticated late-night lounge atmosphere; Germany/USA, late 2000s.",2009,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Think Twice - Henrik Schwarz Remix.mp3
Time & Space (A New Refutation Of),Digable Planets,Reachin' (A New Refutation Of Time And Space),196.569946,11D,"Jazz Rap; Boom Bap; crisp breakbeats, upright bass loops, spoken word philosophy, vinyl crackle warmth; intellectual Brooklyn cipher vibes; New York, early 90s golden era.",1993,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Time & Space (A New Refutation Of).mp3
Ting-A-Ling,Shabba Ranks,Greatest Hits,94.813477,11D,"Dancehall; Ragga; gritty digital riddim, commanding DJ vocals, raw soundsystem energy; sweaty Kingston yard sessions; Jamaica, early 90s golden era.",1991,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Ting-A-Ling.mp3
Tryna Go,"Rare Essence, Raheem DeVaughn, Dee Boy",Turn It Up,94.043236,1M,"Go-Go; Contemporary Go-Go; syncopated percussion, call-and-response vocals, funky bass grooves, talk-box effects; smooth R&B-infused DC street celebration; Washington DC, mid-2010s.",2016,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Tryna Go.mp3
U No Likey Like That,"DJ Yoda, Roots Manuva, Kid Creole And The Coconuts",Chop Suey,95.999718,1D,"Hip-Hop; UK Rap/Turntablism; crisp breaks, scratch cuts, Latin-tinged horns, boom-bap foundation; quirky British wit meets tropical funk swagger; UK, early 2010s.",2012,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/U No Likey Like That.mp3
Under Me Sensi,Barrington Levy,Reggae Anthology: Sweet Reggae Music (1979-84),75.536537,10M,"Reggae; Dancehall; laid-back riddim, heavyweight bassline, hypnotic vocal chant; hazy soundsystem culture anthem celebrating herbal meditation; Jamaica, early 80s classic reissued.",2012,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Under Me Sensi.mp3
VYZEE,SOPHIE,VYZEE,129.999161,1M,"Deconstructed Club; PC Music; hyper-digital synth stabs, fractured vocal chops, maximalist sound design; avant-garde UK underground rave culture; London, mid-2010s.",2015,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/VYZEE.mp3
Watch Out Now,The Beatnuts,A Musical Massacre (Explicit),100.407402,1M,"Hip-Hop; East Coast Boom Bap; gritty horn stabs, heavy drum breaks, street-smart scratching; swaggering New York block party energy; Queens/NYC, late 90s golden era.",1999,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Watch Out Now.mp3
"What ""U"" Waitin' ""4""?",Jungle Brothers,Done By The Forces Of Nature,109.992561,10D,"Hip-Hop; Native Tongues Era; jazzy samples, playful vocal interplay, boom-bap breaks, Afrocentric vibes; golden age NYC block party energy; New York, late 80s.",1989,"/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/What ""U"" Waitin' ""4""?.mp3"
What's Golden,Jurassic 5,Power In Numbers,93.996208,9M,"Hip-Hop; Conscious/Alternative; jazzy upright bass, crisp breakbeats, rapid tag-team vocal exchanges; feel-good throwback cypher energy; Los Angeles, early 2000s.",2002,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/What's Golden.mp3
Where U At - Mix Originale - Mixed,Derrick Carter,Paradise on Earth 01 Mexico mixed by Patrick Topping and Nathan Barato (Mixed Version),124.004318,8M,"House; Jackin' House; groovy bass, shuffled percussion, funky vocal chops, stripped-back groove; peak-time Chicago warehouse energy; US, 2010s revival of classic '90s jackin' sound.",2016,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Where U At - Mix Originale - Mixed.mp3
Wobble,V.I.C.,Beast,94.995811,5D,"Hip Hop; Crunk; thunderous 808 bass, minimal synth stabs, snap-driven percussion; ratchet club anthem energy; Atlanta, late 2000s.",2008,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Wobble.mp3
Woo Hah!! Got You All in Check,Busta Rhymes,The Coming,92.062935,5M,"Hip-Hop; East Coast Boom Bap; thunderous Psycho strings, grimy bass, explosive vocal delivery, minimalist drums; raw 90s New York street energy; US, mid-90s golden era.",1996,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Woo Hah!! Got You All in Check.mp3
YEAH!,Jungle Brothers,Keep it Jungle,94.999466,11D,"Hip-Hop; Jazz Rap; boom-bap drums, uplifting horns, jazzy samples, funky bassline; celebratory block party energy; New York, 2020 revival of golden-era sound.",2020,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/YEAH!.mp3
You Can't Love Me If You Don't Respect Me,Lyn Collins,Mama Feelgood: The Best Of,100.127586,3D,"Funk/Soul; Deep Funk; gritty breakbeats, commanding vocals, raw horn stabs, heavy groove; empowering dancefloor anthem from the Godfather's stable; US, early 70s reissue.",2005,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/You Can't Love Me If You Don't Respect Me.mp3
Zugga,Redman,3 Joints,107.099754,12M,"Hip-Hop; Boom Bap; gritty bass, head-nodding breaks, raw sampling, punch-heavy drums; underground cipher energy meets golden-era swagger; East Coast US, 2020s throwback.",2020,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Zugga.mp3
Adventures In Success,Will Powers,Dancing For Mental Health,94.616951,2M,"Art Pop; Experimental Dance; spoken-word vocals, punchy synth stabs, quirky drum machines, self-help mantras; ironic New York downtown art scene; US, early 80s.",1983,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Adventures In Success.mp3
Cherry-coloured Funk,Cocteau Twins,Heaven or Las Vegas,90.080757,4D,"Dream Pop; Shoegaze; lush reverb-drenched guitars, ethereal vocals, hypnotic basslines; twilight introspection meets psychedelic warmth; Scotland, early 90s.",1990,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Cherry-coloured Funk.mp3
Dancing For Mental Health,Will Powers,Dancing For Mental Health,121.635788,2M,"Synth-pop; New Wave; quirky robotic vocals, bouncing bassline, angular synth stabs; playful avant-garde art-pop experimentation; US, early 80s.",1983,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Dancing For Mental Health.mp3
Opportunity,Will Powers,Dancing For Mental Health,124.555107,9M,"Synthpop; Art Pop; angular synth stabs, robotic vocals, quirky drum machine rhythms; cerebral New York avant-garde club culture; US, early 80s.",1983,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Opportunity.mp3
Acid Gentle Moves,Underspreche,Secret Weapons Part 12,117.990631,1D,"Melodic House & Techno; Acid House; hypnotic 303 basslines, rolling percussion, warm atmospheric pads; introspective sunrise session vibes; European underground, contemporary 2020s.",2020,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Acid Gentle Moves.mp3
Afro Shigida,"The Bahama Soul Club, Kojato",Bossa Nova Just Smells Funky,110.000015,8M,"Afrobeat; Nu-Disco Fusion; warm analog grooves, punchy horns, filtered percussion, infectious rhythmic layers; sun-drenched poolside energy meets vintage African funk revival; UK/International, early 2010s.",2010,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Afro Shigida.mp3
Bombs Away - Toro y Moi Remix,"Charlotte Gainsbourg, Toro y Moi",Bombs Away (Remixes),106.999138,2M,"Indietronica; Chillwave; hazy synth textures, shuffling percussion, dreamy vocal processing; sultry late-night bedroom pop atmosphere; French/US collaboration, late 2010s.",2019,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Bombs Away - Toro y Moi Remix.mp3
C-Side,"Khruangbin, Leon Bridges",C-Side,94.341293,2M,"Neo-Soul; Psychedelic Funk; hazy guitars, rolling bassline, vintage tape warmth, sultry vocal harmonies; Texas desert sunset session vibes; USA, 2020.",2020,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/C-Side.mp3
Chrome.exe,Digitalism,JPEG,98.000092,5M,"Electroclash; Indie Dance; gritty distorted synths, punchy electro beats, retro computer aesthetic; neon-lit underground dancefloor energy; Germany, late 2010s.",2019,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Chrome.exe.mp3
Clap Clap,CLiQ,Clap Clap,122.000572,5M,"UK Garage; Bassline; skippy rhythms, rumbling sub-bass, pitched vocal chops; high-energy festival anthem primed for hands-up moments; UK, late 2010s.",2018,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Clap Clap.mp3
Down Home Girl,The Rolling Stones,The Rolling Stones No. 2,116.096535,11M,"Blues Rock; Chicago Blues; gritty harmonica, shuffling backbeat, raw guitar twang; swaggering British R&B interpretation of American roots; UK covering US blues, mid-60s British Invasion era.",1965,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Down Home Girl.mp3
EQUILIBRIUM,"Darius, Wayne Snow",EQUILIBRIUM,118.000023,7M,"House; Soulful House; warm basslines, jazz-inflected keys, silky vocals, organic percussion; sophisticated late-night lounges meet dancefloor elegance; France/Germany collaboration, 2020.",2020,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/EQUILIBRIUM.mp3
Escape Route,Boris Blank,Electrified,129.99968,2M,"Electronic; Downtempo/Ambient; atmospheric textures, hypnotic rhythms, intricate sound design, Swiss precision craftsmanship; contemplative after-hours introspection; Switzerland, mid-2010s.",2014,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Escape Route.mp3
Esperanza,Melé,Conga Mode EP,130.000168,7M,"House; Afro House; percussive rhythms, rolling bassline, tribal drums, warm melodic touches; sun-drenched festival energy with Latin-African fusion; UK, 2020.",2020,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Esperanza.mp3
Excès de Vitesse,Marie Davidson,Un Autre Voyage,112.516129,12D,"Techno; Minimal Electro; hypnotic bassline, sparse drum programming, deadpan French vocals, analog synth textures; brooding Montreal underground warehouse energy; Canada, mid-2010s.",2015,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Excès de Vitesse.mp3
Feel My Butterfly - Radio Slave Remix,"Parris Mitchell, Nina Kraviz, Radio Slave",Feel My Butterfly (Remixes),129.000061,10M,"Tech House; Hypnotic Minimal; stripped-back percussion, sultry vocal snippets, rolling bassline groove; late-night warehouse tension meets sophisticated European club energy; UK/Russia collaboration, 2020.",2020,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Feel My Butterfly - Radio Slave Remix.mp3
Fun For Me,Moloko,Catalogue,90.243584,9D,"Trip Hop; Downtempo; sultry vocals, crispy breakbeats, funky bassline, jazzy atmospherics; sophisticated late-night lounges and chillout rooms; UK, late 90s reissue.",2006,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Fun For Me.mp3
Get Stupid,Cloonee,Get Stupid,128.000259,12M,"Tech House; Jackin' House; punchy bassline, chopped vocal stabs, rolling groove; peak-time festival energy and underground warehouse vibes; UK, 2020.",2020,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Get Stupid.mp3
Ginger,"Riton, Kah-Lo",Ginger,121.999947,6D,"House; Tech House; punchy bass, chopped vocal stabs, crispy percussion, minimalist grooves; festival-ready crossover banger with cheeky energy; UK, late 2010s.",2018,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Ginger.mp3
Going up the Country,"Kitty, Daisy & Lewis","Kitty, Daisy & Lewis",88.711754,3M,"Blues Rock; Jug Band Revival; raw acoustic strings, foot-stomping percussion, vintage lo-fi aesthetic; feel-good Americana throwback vibes; UK recreating 1920s-30s American roots sound, late 2000s.",2008,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Going up the Country.mp3
How Long Do I Have to Wait for You?,Sharon Jones & The Dap-Kings,Naturally,104.007195,8M,"Soul; Retro Soul/Funk; live horns, punchy rhythm section, raw vocals, vintage analog warmth; heartbreak dancefloor burner channeling Stax/Motown spirit; Brooklyn, mid-2000s revival.",2005,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/How Long Do I Have to Wait for You?.mp3
Humming,Portishead,Portishead,74.006409,6D,"Trip-hop; Downtempo; haunting vocals, sparse breakbeats, eerie strings, vinyl crackle atmospherics; late-night introspective comedown vibes; Bristol, late 90s.",1997,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Humming.mp3
I Won't Forget,Logic1000,I Won't Forget,127.000198,7M,"UK Garage; Breakbeat UKG; crisp shuffled percussion, warm sub-bass, euphoric vocal chops, analog texture; blissed-out dancefloor nostalgia meets contemporary rave intimacy; Australia/UK, 2020.",2020,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/I Won't Forget.mp3
I'm Not Done - Still Not Done Mix,Fever Ray,Plunge Remix,117.0,12M,"Electronic; Dark Techno; ominous industrial synths, pounding kicks, distorted vocals, hypnotic bass throbs; shadowy Nordic club intensity meets avant-garde tension; Sweden, late 2010s.",2019,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/I'm Not Done - Still Not Done Mix.mp3
I'm Sick of This,!!!,I'm Sick of This/So We Can Fuck,125.999786,1M,"Dance-punk; Post-punk Revival; angular guitars, funky bass grooves, propulsive rhythms; sweaty Brooklyn warehouse energy meets art-rock attitude; NYC, 2020.",2020,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/I'm Sick of This.mp3
Joys - Nic Fanciulli Re-Edit,"Roberto Surace, Nic Fanciulli",Joys (Remixes),125.00016,1M,"Tech House; Jackin' House; infectious piano stabs, groovy bassline, stripped-back percussion; peak-time Ibiza energy with Italian soul; UK/Italy, 2020.",2020,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Joys - Nic Fanciulli Re-Edit.mp3
Love Affair,Muddy Waters,"You Shook Me - The Chess Masters, Vol. 3, 1958 to 1963",76.632202,1M,"Blues; Chicago Blues; gritty slide guitar, rumbling bass, raw vocal swagger; smoky after-hours juke joint atmosphere; Chicago, contemporary electric blues tradition.",2012,/Volumes/Macintosh HD/Users/jasonfurnell/Dropbox/Music/DJ Styx - New Sound 2/Love Affair.mp3
